seed,variant_id,sample_id,k,use_cross_refs,weave_mode,guidance_mode,attack_succeeded,attack_conf,loc_precision,loc_recall,loc_f1,attack_succeeded_after_sanitizer,is_direct_baseline
2026,k3_refs0_weavewithout_guideA,49,3,0,without,A,0,0.3,0.868421052631579,0.541970802919708,0.6674157303370787,0,0
2026,k3_refs0_weavewithout_guideA,50,3,0,without,A,0,0.7,0.8721590909090909,0.5082781456953642,0.6422594142259413,0,0
2026,k3_refs0_weavewithout_guideB,1,3,0,without,B,0,0.2,0.8732394366197183,0.5871212121212122,0.7021517553793885,0,0
2026,k3_refs0_weavewithout_guideB,2,3,0,without,B,1,0.8,0.8849104859335039,0.6006944444444444,0.715615305067218,0,0
2026,k3_refs0_weavewithout_guideB,3,3,0,without,B,0,0.8,0.8732394366197183,0.5904761904761905,0.7045454545454547,0,0
2026,k3_refs0_weavewithout_guideB,4,3,0,without,B,1,1.0,0.8796791443850267,0.5949367088607594,0.709816612729234,0,0
2026,k3_refs0_weavewithout_guideB,5,3,0,without,B,0,0.6,0.8623853211009175,0.5802469135802469,0.6937269372693727,0,0
2026,k3_refs0_weavewithout_guideB,6,3,0,without,B,0,0.7,0.8680351906158358,0.574757281553398,0.6915887850467289,0,0
2026,k3_refs0_weavewithout_guideB,7,3,0,without,B,1,0.95,0.8725212464589235,0.5945945945945946,0.7072330654420207,0,0
2026,k3_refs0_weavewithout_guideB,8,3,0,without,B,1,0.9,0.8538961038961039,0.563169164882227,0.6787096774193548,0,0
2026,k3_refs0_weavewithout_guideB,9,3,0,without,B,0,0.9,0.8907766990291263,0.6427320490367776,0.7466937945066126,0,0
2026,k3_refs0_weavewithout_guideB,10,3,0,without,B,1,0.9,0.88,0.6111111111111112,0.7213114754098361,0,0
2026,k3_refs0_weavewithout_guideB,11,3,0,without,B,0,0.0,0.8656716417910447,0.5742574257425742,0.6904761904761905,0,0
2026,k3_refs0_weavewithout_guideB,12,3,0,without,B,0,0.6,0.8676470588235294,0.591182364729459,0.7032181168057211,0,0
2026,k3_refs0_weavewithout_guideB,13,3,0,without,B,0,0.6,0.8770491803278688,0.5955473098330241,0.7093922651933701,0,0
2026,k3_refs0_weavewithout_guideB,14,3,0,without,B,0,0.2,0.8714285714285714,0.5820610687022901,0.6979405034324944,0,0
2026,k3_refs0_weavewithout_guideB,15,3,0,without,B,0,0.3,0.8760330578512396,0.5932835820895522,0.707452725250278,0,0
2026,k3_refs0_weavewithout_guideB,16,3,0,without,B,0,0.2,0.8672566371681416,0.5798816568047337,0.6950354609929078,0,0
2026,k3_refs0_weavewithout_guideB,17,3,0,without,B,0,0.3,0.875,0.5876865671641791,0.703125,0,0
2026,k3_refs0_weavewithout_guideB,18,3,0,without,B,0,0.2,0.8767123287671232,0.6106870229007634,0.7199100112485939,0,0
2026,k3_refs0_weavewithout_guideB,19,3,0,without,B,0,0.2,0.875,0.580110497237569,0.6976744186046512,0,0
2026,k3_refs0_weavewithout_guideB,20,3,0,without,B,0,0.2,0.8656716417910447,0.5811623246492986,0.6954436450839327,0,0
2026,k3_refs0_weavewithout_guideB,21,3,0,without,B,0,0.2,0.8753462603878116,0.6019047619047619,0.7133182844243793,0,0
2026,k3_refs0_weavewithout_guideB,22,3,0,without,B,0,0.7,0.8676470588235294,0.5807086614173228,0.6957547169811321,0,0
2026,k3_refs0_weavewithout_guideB,23,3,0,without,B,0,0.7,0.9122807017543859,0.9069767441860465,0.9096209912536442,0,0
2026,k3_refs0_weavewithout_guideB,24,3,0,without,B,1,0.9,0.8178137651821862,0.49148418491484186,0.6139817629179332,0,0
2026,k3_refs0_weavewithout_guideB,25,3,0,without,B,0,0.7,0.8770491803278688,0.5944444444444444,0.7086092715231788,0,0
2026,k3_refs0_weavewithout_guideB,26,3,0,without,B,0,0.8,0.8753462603878116,0.5951035781544256,0.7085201793721972,0,0
2026,k3_refs0_weavewithout_guideB,27,3,0,without,B,0,0.2,0.8548387096774194,0.5408163265306123,0.6625,0,0
2026,k3_refs0_weavewithout_guideB,28,3,0,without,B,1,0.8,0.8632218844984803,0.5760649087221096,0.6909975669099757,0,0
2026,k3_refs0_weavewithout_guideB,29,3,0,without,B,1,0.9,0.8796791443850267,0.6115241635687733,0.7214912280701755,0,0
2026,k3_refs0_weavewithout_guideB,30,3,0,without,B,1,0.9,0.8790322580645161,0.6100746268656716,0.7202643171806166,0,0
2026,k3_refs0_weavewithout_guideB,31,3,0,without,B,0,0.3,0.7926267281105991,0.44675324675324674,0.5714285714285714,0,0
2026,k3_refs0_weavewithout_guideB,32,3,0,without,B,0,0.6,0.8623853211009175,0.562874251497006,0.6811594202898551,0,0
2026,k3_refs0_weavewithout_guideB,33,3,0,without,B,1,0.9,0.9192100538599641,0.9094138543516874,0.9142857142857143,0,0
2026,k3_refs0_weavewithout_guideB,34,3,0,without,B,0,0.2,0.8489932885906041,0.525987525987526,0.6495507060333761,0,0
2026,k3_refs0_weavewithout_guideB,35,3,0,without,B,1,0.9,0.8756906077348067,0.6026615969581749,0.713963963963964,0,0
2026,k3_refs0_weavewithout_guideB,36,3,0,without,B,1,0.95,0.8753462603878116,0.6019047619047619,0.7133182844243793,0,0
2026,k3_refs0_weavewithout_guideB,37,3,0,without,B,0,0.2,0.8672566371681416,0.5776031434184676,0.6933962264150944,0,0
2026,k3_refs0_weavewithout_guideB,38,3,0,without,B,0,0.3,0.8714285714285714,0.5754716981132075,0.6931818181818181,0,0
2026,k3_refs0_weavewithout_guideB,39,3,0,without,B,0,0.3,0.0,0.0,0.0,0,0
2026,k3_refs0_weavewithout_guideB,40,3,0,without,B,0,0.4,0.8644578313253012,0.5845213849287169,0.6974483596597812,0,0
2026,k3_refs0_weavewithout_guideB,41,3,0,without,B,1,0.95,0.8606811145510835,0.5708418891170431,0.6864197530864199,0,0
2026,k3_refs0_weavewithout_guideB,42,3,0,without,B,0,0.2,0.8746518105849582,0.5935727788279773,0.7072072072072072,0,0
2026,k3_refs0_weavewithout_guideB,43,3,0,without,B,0,0.3,0.8753462603878116,0.5973534971644613,0.7101123595505618,0,0
2026,k3_refs0_weavewithout_guideB,44,3,0,without,B,0,0.3,0.9077868852459017,0.8985801217038539,0.9031600407747196,0,0
2026,k3_refs0_weavewithout_guideB,45,3,0,without,B,0,0.8,0.9119373776908023,0.9066147859922179,0.9092682926829269,0,0
2026,k3_refs0_weavewithout_guideB,46,3,0,without,B,1,0.9,0.8756906077348067,0.5914179104477612,0.7060133630289532,0,0
2026,k3_refs0_weavewithout_guideB,47,3,0,without,B,0,0.2,0.8676470588235294,0.5784313725490197,0.6941176470588235,0,0
2026,k3_refs0_weavewithout_guideB,48,3,0,without,B,1,0.9,0.918625678119349,0.9136690647482014,0.9161406672678089,0,0
2026,k3_refs0_weavewithout_guideB,49,3,0,without,B,0,0.7,0.8753462603878116,0.5917602996254682,0.7061452513966481,0,0
2026,k3_refs0_weavewithout_guideB,50,3,0,without,B,1,0.9,0.8308270676691729,0.5068807339449541,0.6296296296296297,0,0
2026,k3_refs0_weavewith_guidewithout,1,3,0,with,without,0,0.8,0.0,0.0,0.0,0,0
2026,k3_refs0_weavewith_guidewithout,2,3,0,with,without,0,0.2,1.0,0.3566084788029925,0.5257352941176471,0,0
2026,k3_refs0_weavewith_guidewithout,3,3,0,with,without,0,0.9,0.838006230529595,0.7707736389684814,0.8029850746268656,0,0
2026,k3_refs0_weavewith_guidewithout,4,3,0,with,without,0,0.0,0.6914498141263941,0.37349397590361444,0.485006518904824,0,0
2026,k3_refs0_weavewith_guidewithout,5,3,0,with,without,0,0.6,1.0,0.5852272727272727,0.7383512544802867,0,0
2026,k3_refs0_weavewith_guidewithout,6,3,0,with,without,0,0.7,1.0,0.44945848375451264,0.6201743462017435,0,0
2026,k3_refs0_weavewith_guidewithout,7,3,0,with,without,0,0.9,1.0,0.3382663847780127,0.5055292259083728,0,0
2026,k3_refs0_weavewith_guidewithout,8,3,0,with,without,0,0.9,1.0,0.5942857142857143,0.7455197132616488,0,0
2026,k3_refs0_weavewith_guidewithout,9,3,0,with,without,0,0.9,0.5501519756838906,0.3995584988962472,0.4629156010230179,0,0
2026,k3_refs0_weavewith_guidewithout,10,3,0,with,without,0,0.8,1.0,0.26974358974358975,0.42487883683360256,0,0
2026,k3_refs0_weavewith_guidewithout,11,3,0,with,without,0,0.0,1.0,0.22884012539184953,0.37244897959183676,0,0
2026,k3_refs0_weavewith_guidewithout,12,3,0,with,without,1,0.95,1.0,0.3349282296650718,0.5017921146953406,1,0
2026,k3_refs0_weavewith_guidewithout,13,3,0,with,without,0,0.3,1.0,0.45454545454545453,0.625,0,0
2026,k3_refs0_weavewith_guidewithout,14,3,0,with,without,0,0.6,0.5495867768595041,0.9708029197080292,0.7018469656992085,0,0
2026,k3_refs0_weavewith_guidewithout,15,3,0,with,without,0,0.0,1.0,0.3695652173913043,0.5396825396825397,0,0
2026,k3_refs0_weavewith_guidewithout,16,3,0,with,without,0,0.9,1.0,0.5364806866952789,0.6983240223463687,0,0
2026,k3_refs0_weavewith_guidewithout,17,3,0,with,without,1,0.8,1.0,0.08211678832116788,0.1517706576728499,0,0
2026,k3_refs0_weavewith_guidewithout,18,3,0,with,without,0,0.8,1.0,0.19900497512437812,0.3319502074688797,0,0
2026,k3_refs0_weavewith_guidewithout,19,3,0,with,without,0,0.0,1.0,0.27896341463414637,0.4362336114421931,0,0
2026,k3_refs0_weavewith_guidewithout,20,3,0,with,without,0,0.0,0.903448275862069,0.7043010752688172,0.7915407854984895,0,0
2026,k3_refs0_weavewith_guidewithout,21,3,0,with,without,0,0.7,1.0,0.4540682414698163,0.6245487364620939,0,0
2026,k3_refs0_weavewith_guidewithout,22,3,0,with,without,0,0.7,1.0,0.24713584288052373,0.39632545931758534,0,0
2026,k3_refs0_weavewith_guidewithout,23,3,0,with,without,1,0.9,1.0,0.23376623376623376,0.3789473684210526,0,0
2026,k3_refs0_weavewith_guidewithout,24,3,0,with,without,0,0.8,0.4896551724137931,0.13123844731977818,0.20699708454810495,0,0
2026,k3_refs0_weavewith_guidewithout,25,3,0,with,without,0,0.7,1.0,0.7995049504950495,0.8885832187070152,0,0
2026,k3_refs0_weavewith_guidewithout,26,3,0,with,without,0,0.0,0.0,0.0,0.0,0,0
2026,k3_refs0_weavewith_guidewithout,27,3,0,with,without,0,0.7,1.0,0.4662698412698413,0.6359945872801082,0,0
2026,k3_refs0_weavewith_guidewithout,28,3,0,with,without,0,0.0,1.0,0.524701873935264,0.688268156424581,0,0
2026,k3_refs0_weavewith_guidewithout,29,3,0,with,without,0,0.8,1.0,0.515,0.6798679867986799,0,0
2026,k3_refs0_weavewith_guidewithout,30,3,0,with,without,1,0.8,1.0,0.6643518518518519,0.7983310152990264,0,0
2026,k3_refs0_weavewith_guidewithout,31,3,0,with,without,0,0.2,1.0,0.46402877697841727,0.6339066339066339,0,0
2026,k3_refs0_weavewith_guidewithout,32,3,0,with,without,0,0.3,1.0,0.6694915254237288,0.8020304568527918,0,0
2026,k3_refs0_weavewith_guidewithout,33,3,0,with,without,0,0.2,0.9961389961389961,0.5286885245901639,0.6907630522088354,0,0
2026,k3_refs0_weavewith_guidewithout,34,3,0,with,without,0,0.0,1.0,0.6521164021164021,0.789431545236189,0,0
2026,k3_refs0_weavewith_guidewithout,35,3,0,with,without,0,0.3,1.0,0.6100178890876565,0.7577777777777779,0,0
2026,k3_refs0_weavewith_guidewithout,36,3,0,with,without,0,0.3,1.0,0.6970588235294117,0.8214904679376083,0,0
2026,k3_refs0_weavewith_guidewithout,37,3,0,with,without,1,0.9,0.31,0.9117647058823529,0.46268656716417916,0,0
2026,k3_refs0_weavewith_guidewithout,38,3,0,with,without,0,0.8,1.0,0.4008941877794337,0.5723404255319149,0,0
2026,k3_refs0_weavewith_guidewithout,39,3,0,with,without,0,0.2,0.6258503401360545,0.6456140350877193,0.6355785837651122,0,0
2026,k3_refs0_weavewith_guidewithout,40,3,0,with,without,0,0.9,1.0,0.3111111111111111,0.4745762711864407,0,0
2026,k3_refs0_weavewith_guidewithout,41,3,0,with,without,0,0.0,0.7469244288224957,0.4941860465116279,0.5948215535339398,0,0
2026,k3_refs0_weavewith_guidewithout,42,3,0,with,without,0,0.5,1.0,0.3551020408163265,0.5240963855421686,0,0
2026,k3_refs0_weavewith_guidewithout,43,3,0,with,without,0,0.3,0.9906542056074766,0.4608695652173913,0.6290801186943621,0,0
2026,k3_refs0_weavewith_guidewithout,44,3,0,with,without,0,0.3,1.0,0.23059360730593606,0.3747680890538033,0,0
2026,k3_refs0_weavewith_guidewithout,45,3,0,with,without,1,0.95,1.0,0.4698133918770582,0.6392830470500374,0,0
2026,k3_refs0_weavewith_guidewithout,46,3,0,with,without,0,0.7,0.898360655737705,0.8867313915857605,0.8925081433224755,0,0
2026,k3_refs0_weavewith_guidewithout,47,3,0,with,without,0,0.2,1.0,0.4051094890510949,0.5766233766233766,0,0
2026,k3_refs0_weavewith_guidewithout,48,3,0,with,without,0,0.3,1.0,0.884393063583815,0.9386503067484663,0,0
2026,k3_refs0_weavewith_guidewithout,49,3,0,with,without,0,0.8,1.0,0.6766917293233082,0.8071748878923766,0,0
2026,k3_refs0_weavewith_guidewithout,50,3,0,with,without,0,0.8,0.6875,0.9166666666666666,0.7857142857142857,0,0
2026,k3_refs0_weavewith_guideA,1,3,0,with,A,0,0.7,1.0,0.6595365418894831,0.79484425349087,0,0
2026,k3_refs0_weavewith_guideA,2,3,0,with,A,0,0.8,0.9681528662420382,0.39276485788113696,0.5588235294117647,0,0
2026,k3_refs0_weavewith_guideA,3,3,0,with,A,0,0.6,0.8475836431226765,0.3890784982935154,0.5333333333333333,0,0
2026,k3_refs0_weavewith_guideA,4,3,0,with,A,0,0.9,1.0,0.4116279069767442,0.5831960461285008,0,0
2026,k3_refs0_weavewith_guideA,5,3,0,with,A,1,0.9,1.0,0.6141439205955335,0.7609531129900077,0,0
2026,k3_refs0_weavewith_guideA,6,3,0,with,A,1,0.9,0.977116704805492,0.7413194444444444,0.8430404738400789,0,0
2026,k3_refs0_weavewith_guideA,7,3,0,with,A,0,0.6,1.0,0.7817014446227929,0.8774774774774775,0,0
