variant_id,n,asr,asr_direct,loc_f1,loc_f1_direct,asr_after_sanitizer,asr_after_sanitizer_direct
k3_refs0_guideA,100,0.21,0.19,0.35532150372740046,0.8617731370539914,0.02,0.02
k3_refs0_guideB,100,0.1,0.23,0.3915325414716937,0.8491820203093452,0.0,0.02
