variant_id,n,asr,asr_direct,loc_f1,loc_f1_direct,asr_after_sanitizer_generic,asr_after_sanitizer_generic_direct,asr_after_sanitizer_task,asr_after_sanitizer_task_direct,asr_after_redaction,asr_after_redaction_direct
k3_refs0_guideA,200,0.265,0.215,0.5185615539588762,0.8808677817579565,0.07,0.025,0.03,0.0,0.11,0.0
k3_refs1_guideA,200,0.215,0.2,0.5196937958287868,0.886060434820453,0.065,0.02,0.025,0.005,0.08,0.0
k4_refs0_guideA,200,0.285,0.225,0.5035105346571975,0.8873696823043062,0.115,0.025,0.06,0.02,0.08,0.0
k4_refs1_guideA,200,0.265,0.235,0.4968972002062742,0.887343728558387,0.105,0.01,0.05,0.005,0.07,0.0
k5_refs0_guideA,200,0.28,0.27,0.5138348720196528,0.8839667616508635,0.1,0.025,0.05,0.015,0.115,0.0
k5_refs1_guideA,200,0.24,0.225,0.5111238704346143,0.879237535382931,0.115,0.02,0.02,0.0,0.11,0.0
