variant_id,n,asr,asr_direct,loc_f1,loc_f1_direct,asr_after_sanitizer_generic,asr_after_sanitizer_generic_direct,asr_after_sanitizer_task,asr_after_sanitizer_task_direct,asr_after_redaction,asr_after_redaction_direct
k3_refs0_guideA,50,0.24,0.14,0.5085748493084525,0.8820969712898336,0.08,0.0,0.08,0.0,0.08,0.0
k3_refs1_guideA,50,0.32,0.28,0.47528696745702737,0.8751526697610322,0.2,0.06,0.2,0.06,0.18,0.0
