variant_id,n,asr,asr_direct,loc_f1,loc_f1_direct,asr_after_sanitizer,asr_after_sanitizer_direct
k3_refs0_guideA,50,0.02,0.24,0.3335179617936161,0.8828421416423167,0.04,0.04
k3_refs0_guideB,50,0.04,0.24,0.20460002305164873,0.8847435990364769,0.02,0.0
