variant_id,task,attack_method,profile_mode,guide_version,n_rows,n_unique_samples,asr,loc_f1,asr_after_sanitizer_generic,asr_after_sanitizer_task,asr_after_redaction,aggressive_asr_after_sanitizer_generic,aggressive_asr_after_sanitizer_task,aggressive_asr_after_redaction,promptlocate_loc_f1,promptlocate_localized_shard_overlap,promptlocate_localized_guide_overlap,asr_after_promptlocate,aggressive_asr_after_promptlocate,promptlocate_error_rate,datasentinel_recall,detector_promptlocate_error_rate,asr_after_detector_promptlocate,aggressive_asr_after_detector_promptlocate
bipia_native,summarization,bipia_native,,,150,50,0.5933333333333334,0.15899280575539568,0.37333333333333335,0.37333333333333335,0.5333333333333333,0.32,0.24,0.5333333333333333,0.3276801640949388,0.0,0.0,0.42,0.42,0.0,0.7933333333333333,0.0,0.42,0.4266666666666667
