variant_id,task,attack_method,profile_mode,guide_version,n_rows,n_unique_samples,asr,loc_f1,asr_after_sanitizer_generic,asr_after_sanitizer_task,asr_after_redaction,aggressive_asr_after_sanitizer_generic,aggressive_asr_after_sanitizer_task,aggressive_asr_after_redaction,promptlocate_loc_f1,promptlocate_localized_shard_overlap,promptlocate_localized_guide_overlap,asr_after_promptlocate,aggressive_asr_after_promptlocate,promptlocate_error_rate,datasentinel_recall,detector_promptlocate_error_rate,asr_after_detector_promptlocate,aggressive_asr_after_detector_promptlocate
bipia_native,web_qa,bipia_native,,,150,50,0.2866666666666667,0.10465227817745804,0.23333333333333334,0.23333333333333334,0.29333333333333333,0.19333333333333333,0.17333333333333334,0.29333333333333333,0.3847696332792148,0.0,0.0,0.22,0.22,0.0,0.9333333333333333,0.0,0.22,0.21333333333333335
