variant_id,n,asr,asr_direct,loc_f1,loc_f1_direct,asr_after_sanitizer_generic,asr_after_sanitizer_generic_direct,asr_after_sanitizer_task,asr_after_sanitizer_task_direct,asr_after_redaction,asr_after_redaction_direct,promptlocate_loc_f1,promptlocate_loc_f1_direct,asr_after_promptlocate,asr_after_promptlocate_direct,datasentinel_recall,datasentinel_recall_direct,asr_after_detector_promptlocate,asr_after_detector_promptlocate_direct
k5_refs1_guideA,50,0.14,0.26,0.48138740576566513,0.8667958372260322,0.04,0.0,0.0,0.02,0.1,0.0,0.7086642777869523,0.8042271899687478,0.04,0.0,0.98,1.0,0.04,0.0
