variant_id,attack_method,relation_mode,profile_mode,guide_version,n_rows,n_unique_samples,asr,loc_f1,asr_after_sanitizer_generic,asr_after_sanitizer_task,asr_after_redaction,aggressive_asr_after_sanitizer_generic,aggressive_asr_after_sanitizer_task,aggressive_asr_after_redaction,promptlocate_loc_f1,promptlocate_localized_shard_overlap,promptlocate_localized_guide_overlap,asr_after_promptlocate,aggressive_asr_after_promptlocate,datasentinel_recall,asr_after_detector_promptlocate,aggressive_asr_after_detector_promptlocate
k5_relcoref_guideA,ours,coref,balanced,A,50,50,0.06,0.34256883929735066,0.06,0.06,0.06,0.06,0.06,0.0,0.6313351967048378,0.0,0.0,0.06,0.0,0.98,0.06,0.02
