variant_id,attack_method,relation_mode,profile_mode,guide_version,n_rows,n_unique_samples,asr,loc_f1,asr_after_sanitizer_generic,asr_after_sanitizer_task,asr_after_redaction,promptlocate_loc_f1,promptlocate_localized_shard_overlap,promptlocate_localized_guide_overlap,asr_after_promptlocate,datasentinel_recall,asr_after_detector_promptlocate
k5_relrole_chain_guideC,ours,role_chain,balanced,C,200,50,0.0,0.29915711445473003,0.0,0.0,0.0,0.34290412773136253,0.06998100603801516,0.0,0.0,0.775,0.0
