variant_id,attack_method,n_rows,n_unique_samples,asr,loc_f1,asr_after_sanitizer_generic,asr_after_sanitizer_task,asr_after_redaction,promptlocate_loc_f1,asr_after_promptlocate,datasentinel_recall,asr_after_detector_promptlocate,per_position
bipia_native,bipia_native,150,50,0.18,0.15477316908210909,0.013333333333333334,0.0,0.12666666666666668,0.5427663849866327,0.10666666666666667,0.92,0.12,"{""start"": {""n_rows"": 50, ""asr"": 0.18, ""loc_f1"": 0.05451748710415145, ""asr_after_sanitizer_generic"": 0.0, ""asr_after_sanitizer_task"": 0.0, ""asr_after_redaction"": 0.16, ""promptlocate_loc_f1"": 0.43702295306088607, ""asr_after_promptlocate"": 0.18, ""datasentinel_recall"": 0.9, ""asr_after_detector_promptlocate"": 0.2}, ""middle"": {""n_rows"": 50, ""asr"": 0.12, ""loc_f1"": 0.07241071579434967, ""asr_after_sanitizer_generic"": 0.0, ""asr_after_sanitizer_task"": 0.0, ""asr_after_redaction"": 0.1, ""promptlocate_loc_f1"": 0.335117436440591, ""asr_after_promptlocate"": 0.1, ""datasentinel_recall"": 0.9, ""asr_after_detector_promptlocate"": 0.12}, ""end"": {""n_rows"": 50, ""asr"": 0.24, ""loc_f1"": 0.3373913043478261, ""asr_after_sanitizer_generic"": 0.04, ""asr_after_sanitizer_task"": 0.0, ""asr_after_redaction"": 0.12, ""promptlocate_loc_f1"": 0.8561587654584222, ""asr_after_promptlocate"": 0.04, ""datasentinel_recall"": 0.96, ""asr_after_detector_promptlocate"": 0.04}}"
