variant_id,n,asr,asr_direct,loc_f1,loc_f1_direct,asr_after_sanitizer_generic,asr_after_sanitizer_generic_direct,asr_after_sanitizer_task,asr_after_sanitizer_task_direct,asr_after_redaction,asr_after_redaction_direct,promptlocate_loc_f1,promptlocate_loc_f1_direct,asr_after_promptlocate,asr_after_promptlocate_direct,datasentinel_recall,datasentinel_recall_direct,asr_after_detector_promptlocate,asr_after_detector_promptlocate_direct
k4_refs1_guideA,50,0.18,0.215,0.4780597445936456,0.8808677817579565,0.015,0.01,0.03,0.005,0.055,0.0,0.702833221042265,0.778485825952146,0.035,0.0,0.965,0.99,0.04,0.0
