variant_id,n,asr,asr_direct,loc_f1,loc_f1_direct,asr_after_sanitizer_generic,asr_after_sanitizer_generic_direct,asr_after_sanitizer_task,asr_after_sanitizer_task_direct,asr_after_redaction,asr_after_redaction_direct,promptlocate_loc_f1,promptlocate_loc_f1_direct,asr_after_promptlocate,asr_after_promptlocate_direct,datasentinel_recall,datasentinel_recall_direct,asr_after_detector_promptlocate,asr_after_detector_promptlocate_direct
k5_refs1_guideA,50,0.17,0.215,0.47534428338914325,0.8808677817579565,0.025,0.01,0.025,0.005,0.09,0.0,0.7093951865445395,0.778485825952146,0.045,0.0,0.965,0.99,0.055,0.0
