variant_id,n,asr,asr_direct,loc_f1,loc_f1_direct,asr_after_sanitizer_generic,asr_after_sanitizer_generic_direct,asr_after_sanitizer_task,asr_after_sanitizer_task_direct,asr_after_redaction,asr_after_redaction_direct,promptlocate_loc_f1,promptlocate_loc_f1_direct,asr_after_promptlocate,asr_after_promptlocate_direct,datasentinel_recall,datasentinel_recall_direct,asr_after_detector_promptlocate,asr_after_detector_promptlocate_direct
k3_refs1_guideA,50,0.135,0.215,0.4633766706022746,0.8808677817579565,0.04,0.01,0.01,0.005,0.06,0.0,0.6809648631868381,0.778485825952146,0.02,0.0,0.955,0.99,0.025,0.0
